text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
#Flu deaths are no joke people.,FALSE,22,,2/6/2018 2:14,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ICUnurseProbs,2,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:13,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ABforUF_GW,214,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:13,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelseyhardin_,214,TRUE,FALSE,,
RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…,FALSE,0,,2/6/2018 2:12,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vickibalint,549,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 2:12,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NM_PublicHealth,155,TRUE,FALSE,,
"RT @NIAGo4Life: Is it the #flu or a cold? A cold is milder than the flu, but since the flu can make older people very sick, you should know…",FALSE,0,,2/6/2018 2:11,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CostaCritter,3,TRUE,FALSE,,
RT @JamesChisum: .@StJosephOrange Dr. Ray in studio with @ConwayShow talking #flu - brought @xenexdisinfect robot to zap it clean https://t…,FALSE,0,,2/6/2018 2:10,FALSE,,9.61E+17,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ConwayShow,1,TRUE,FALSE,,
.@StJosephOrange Dr. Ray in studio with @ConwayShow talking #flu - brought @xenexdisinfect robot to zap it clean https://t.co/YCo57WKtGq,FALSE,10,,2/6/2018 2:10,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JamesChisum,1,FALSE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 2:09,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PragmaticDiva,155,TRUE,FALSE,,
"RT @MikeNC34: #BroomeCounty health officials confirm 1,310 cases of the #flu this season.  They encourage residents to get a flu shot. http…",FALSE,0,,2/6/2018 2:09,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kholden21,3,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:09,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TorrentSetefill,214,TRUE,FALSE,,
"Oh my gosh I don't want to be sick, freaking sick people. #flu #coldweather #chickennoodlesoup #sad",FALSE,0,,2/6/2018 2:09,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HaleyMccaleb,0,FALSE,FALSE,,
RT @CDCemergency: 6 things to know about this #flu season: https://t.co/xlghizlkjy https://t.co/v9LsROzMLZ,FALSE,0,,2/6/2018 2:09,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jasonwaller97,49,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 2:08,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JeffersonBolin,155,TRUE,FALSE,,
RT @HealthRanger: Think about this for a second. #flu #flushot #health #antivax https://t.co/UhgcSzWDuN,FALSE,0,,2/6/2018 2:07,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KingaDave,313,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:06,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MCS_Schl_Health,214,TRUE,FALSE,,
"RT @famfightflu: .@Pink may have rocked the Nat'l Anthem at #SBLII while having #flu, but that just confuses people about flu. They don't c…",FALSE,0,,2/6/2018 2:06,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MikeNarumiya,2,TRUE,FALSE,,
"RT @WTOCLoraChance: #Flu season is still in full swing! As of 2/5, 51 confirmed flu associated deaths in #Georgia. 11 the Coastal Health Di…",FALSE,0,,2/6/2018 2:06,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",WXMinh,1,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 2:06,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MacalusoJoseph,155,TRUE,FALSE,,
RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…,FALSE,0,,2/6/2018 2:05,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MacalusoJoseph,549,TRUE,FALSE,,
"Went the Care Clinic at @bartelldrugs.
Good news: It's not the #flu
Bad News: Got my (seemingly) yearly sinus infec… https://t.co/O0OkHgnH5n",FALSE,16,,2/6/2018 2:05,TRUE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WorstAnthony,0,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:05,FALSE,,9.61E+17,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ambassadorcobby,214,TRUE,FALSE,,
RT @TexasDSHS: #Flu activity remains high across the state of Texas. Looking for the latest numbers? Check out our weekly Texas Influenza S…,FALSE,0,,2/6/2018 2:05,FALSE,,9.61E+17,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",HOUmanitarian,8,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 2:04,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MCS_Schl_Health,155,TRUE,FALSE,,
"RT @TGeorgeMD: Hot tea may be good for the #flu, but when combined long-term w/ tobacco + alcohol can = #esophageal #cancer #esosm @ACPinte…",FALSE,0,,2/6/2018 2:04,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UFHealthCancer,2,TRUE,FALSE,,
"Sad news @MaconBibb &amp; @CityofBiloxi, #WillieNelson won't be making an appearance because he's still recovering from… https://t.co/AXcyCFWwtO",FALSE,0,,2/6/2018 2:02,TRUE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KatieWGXA,0,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 2:02,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnGimp,214,TRUE,FALSE,,
"RT @CDCgov: CDC experts will answer questions about #flu on Wednesday, January 31, during a live Q&amp;A on Facebook. Join us from 2-3 PM ET. h…",FALSE,0,,2/6/2018 2:01,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WoodKoob,150,TRUE,FALSE,,
RT @PedroFrisneda: Epidemia del #flu fuera de control en todo el estado de #NY. @NYGovCuomo urge a todos los neoyorquinos colocarse la #vac…,FALSE,0,,2/6/2018 2:00,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",solemMDQ,2,TRUE,FALSE,,
Bring home a t-shirt not the #flu from your vacation. Wash your hands with soap &amp; water to avoid getting sick while… https://t.co/toRT7HbIvr,FALSE,0,,2/6/2018 2:00,TRUE,,9.61E+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",GreeneCOHD,0,FALSE,FALSE,,
Flu Season: Nearly half of Americans take vitamin C or another supplement https://t.co/juzB4H22ya #flu https://t.co/SV4Wom1w3o,FALSE,0,,2/6/2018 2:00,FALSE,,9.61E+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HealthyRebecca,0,FALSE,FALSE,,
RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…,FALSE,0,,2/6/2018 1:59,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ginafred,549,TRUE,FALSE,,
"#Flu season is still in full swing! As of 2/5, 51 confirmed flu associated deaths in #Georgia. 11 the Coastal Healt… https://t.co/pPBMVq6KtW",FALSE,0,,2/6/2018 1:59,TRUE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WTOCLoraChance,1,FALSE,FALSE,,
RT @PedroFrisneda: Epidemia del #flu fuera de control en todo el estado de #NY. @NYGovCuomo urge a todos los neoyorquinos colocarse la #vac…,FALSE,0,,2/6/2018 1:59,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DANAFLEYSER,2,TRUE,FALSE,,
"RT @APHospital: Join @JeanMoorjani, MD and @APHospital for a #FacebookLive event focusing on this year's #flu season. Tune in Wednesday, Fe…",FALSE,0,,2/6/2018 1:58,FALSE,,9.61E+17,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Tiffany_Boodhoo,3,TRUE,FALSE,,
"RT @AntonioAustinTX: Why is this year's #FluSeason do deadly?  #H3N2 #Flu2018 #Flu #Influenza #CDC 
https://t.co/tERc6DBHeK https://t.co/g5…",FALSE,0,,2/6/2018 1:58,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DANAFLEYSER,2,TRUE,FALSE,,
RT @HealthRanger: Think about this for a second. #flu #flushot #health #antivax https://t.co/UhgcSzWDuN,FALSE,0,,2/6/2018 1:57,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",right558,313,TRUE,FALSE,,
I take all preventive measures not to get the flu &amp; what happens? I get the flu <ed><U+00A0><U+00BD><ed><U+00B8><U+00B7> #flu,FALSE,0,,2/6/2018 1:57,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NovemberrRainn,0,FALSE,FALSE,,
"Please, please, please make the #flu go away. We've been down since mid-December, but my tried and true cleaning ti… https://t.co/TVfF0JCv5s",FALSE,0,,2/6/2018 1:57,TRUE,,9.61E+17,,"<a href=""http://coschedule.com"" rel=""nofollow"">CoSchedule</a>",MamaTraceyB,0,FALSE,FALSE,,
"RT @SkitterComic: ""Flu Too"" ( Please Retweet! ) #flu #sick https://t.co/E5A0VZmYcm",FALSE,0,,2/6/2018 1:56,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tiffanyandcorey,44,TRUE,FALSE,,
RT @Medscape: #Flu hospitalizations are the highest CDC has ever recorded: https://t.co/QEw5dM5SpM,FALSE,0,,2/6/2018 1:56,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pstyson,60,TRUE,FALSE,,
"The 2018 #flu epidemic: What you need to know https://t.co/OmUZiXx2QF Get @coldQ1 now.   
In vitro studies conducte… https://t.co/B0ExNcihem",FALSE,1,,2/6/2018 1:55,TRUE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",coldQ1,1,FALSE,FALSE,,
RT @MGH_RI: New research has found yet another reason to avoid catching the #flu this season - it could increase your risk of a heart attac…,FALSE,0,,2/6/2018 1:55,FALSE,,9.61E+17,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AliRaja_MD,1,TRUE,FALSE,,
"Winter Health: Busting the Myths About Colds and 'Flu #cold #flu #illness

https://t.co/WB8SSnjOJc https://t.co/MGycNrLiul",FALSE,0,,2/6/2018 1:54,FALSE,,9.61E+17,,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",AttachmentMumma,0,FALSE,FALSE,,
"#news #business#technology#usa #health#kids #flu Got a Cough? Try Bosnia’s Witchy Brew.

https://t.co/qQXdghmYNn",FALSE,0,,2/6/2018 1:54,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alex_greystoke,0,FALSE,FALSE,,
"RT @umichsph: Getting #healthy in 2018, or just trying to dodge the #flu? Meet your kitchen's unsung heroes in '#Food as Medicine,' w/ @umi…",FALSE,0,,2/6/2018 1:52,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DonnaWillisMD,1,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:50,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rachel_Dowell3,214,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 1:49,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corrielong1031,155,TRUE,FALSE,,
@garvinthomas I'm hoping you're getting #hazardousduty pay after hearing the reports of the deadly cold and the hig… https://t.co/hqJSyNzT4g,FALSE,1,garvinthomas,2/6/2018 1:49,TRUE,,9.61E+17,15671270,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",alvinmcmanus,0,FALSE,FALSE,,
RT @SenMarkey: We have reached deadly levels of #flu-like illnesses. There have been 53 pediatric deaths. We must make a real investment in…,FALSE,0,,2/6/2018 1:49,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",repjimcantwell,128,TRUE,FALSE,,
Thank you to whoever got my wife and I a heated blanket as a wedding gift 6 years ago. It's coming in handy tonight. #flu,FALSE,2,,2/6/2018 1:48,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CodyMunk,0,FALSE,FALSE,,
"RT @phoenixfire2010: Surreal ValeCity #online #magazine: getting Caught up after #stomach #flu

https://t.co/jZNp2TQiV1",FALSE,0,,2/6/2018 1:47,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alhanda,2,TRUE,FALSE,,
RT @TheKidsDoctor: Dr. Sue's Daily Dose: why you need a #flu shot now. https://t.co/hgrYjHwuAi #kidsdr #parenting https://t.co/QLGLluUVTH,FALSE,0,,2/6/2018 1:47,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",library_sbs,2,TRUE,FALSE,,
"RT @NVEmergencyMgmt: #Flu is widespread across the U.S. While a #FluShot is still the best way to prevent flu, antiviral drugs are the best…",FALSE,0,,2/6/2018 1:47,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jlpanici,3,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 1:46,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VitaminD2Day,155,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:43,FALSE,,9.61E+17,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",lisamw69,214,TRUE,FALSE,,
"RT @MaryknollFrsBrs: We pray for the 53 #children who have died in the USA from #flu. 

We pray for their grieving parents &amp; siblings.

We…",FALSE,0,,2/6/2018 1:43,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theresamacc,3,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:42,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DonnaWillisMD,214,TRUE,FALSE,,
"Guys, this ain't no joke.  Get obsessive about washing your hands, if you aren't already. 

#Flu epidemic 2018: Is… https://t.co/YipsAf7DUh",FALSE,0,,2/6/2018 1:42,TRUE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nyyankeechick,1,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:41,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rollitoutnc,214,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:41,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LisaComerose,214,TRUE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:41,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chris_Ionta,214,TRUE,FALSE,,
RT @LaurieSchad: #CDC To Cut By 80% Efforts To Prevent Global #Disease Outbreak - 100 Years After #Flu #Pandemic Killed Up To 100Million Pe…,FALSE,0,,2/6/2018 1:41,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NevaLucas,2,TRUE,FALSE,,
RT @SenMarkey: We have reached deadly levels of #flu-like illnesses. There have been 53 pediatric deaths. We must make a real investment in…,FALSE,0,,2/6/2018 1:40,FALSE,,9.61E+17,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SaraDucey1,128,TRUE,FALSE,,
This #flu is no joke :(,FALSE,0,,2/6/2018 1:39,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mirandasthebest,0,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:39,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corrielong1031,214,TRUE,FALSE,,
#CDC To Cut By 80% Efforts To Prevent Global #Disease Outbreak - 100 Years After #Flu #Pandemic Killed Up To 100Mil… https://t.co/Dp3S4CcV5J,FALSE,2,,2/6/2018 1:38,TRUE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaurieSchad,2,FALSE,FALSE,,
"RT @Icon99558924: @iamjohnsmith @OhRoyalOne @BelindaHayle @WOTCHA999 @jimjim1701 @darren_dazmav #Flu #Vaccine #Exposed 

Piers Morgan Struc…",FALSE,0,,2/6/2018 1:38,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",weareontoyou,24,TRUE,FALSE,,
"Terra #Flu - Inspirado em R10, Robinho realizou sonho. Agora quer brilhar no Tricolor https://t.co/hHvJIaYN2d",FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",jornaltricolor,0,FALSE,FALSE,,
"Terra #Flu - Em duelo com Campo Mourão, Mogi triunfa fora de casa https://t.co/hJXjMUhA5c",FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",jornaltricolor,0,FALSE,FALSE,,
"Terra #Flu - Juventude abre dois gols, mas sofre empate do Avenida https://t.co/ocAYYsaZSF",FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",jornaltricolor,0,FALSE,FALSE,,
Terra #Flu - Mogi atropela Campo Mourão e vence quarta seguida no NBB https://t.co/D81jVUgqXh,FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",jornaltricolor,0,FALSE,FALSE,,
Terra #Flu - Semana termina com ASAS ganhando força sobre o BR https://t.co/Jl0mL0wrSH,FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",jornaltricolor,0,FALSE,FALSE,,
"Do what you can to not spread the flu. If I had a choice I wouldn't be out

#flu #fluprevention https://t.co/cQKNRLd31x",FALSE,0,,2/6/2018 1:37,FALSE,,9.61E+17,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",vintagebrittany,0,FALSE,FALSE,,
trim 34BF3735 5136 486E A8D3 38512FC640F1 1 https://t.co/naxd6bMi8Z via @YouTube  True Health Tuesdays!  W/ Dr J Be… https://t.co/JQ1NL1CNzm,FALSE,0,,2/6/2018 1:36,TRUE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OrganizeYurLife,0,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:36,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mcbaker38,214,TRUE,FALSE,,
Wow! @Pink was amazing during the #NationalAnthem and she did it with the #flu! She is awesome and kickass! You go girl!,FALSE,0,,2/6/2018 1:34,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AmandaLeighPGH,0,FALSE,FALSE,,
@JenniferShutt And those on the frontlines fighting #flu? #opioids? #cancer? They get to keep waiting?,FALSE,1,JenniferShutt,2/6/2018 1:33,FALSE,9.61E+17,9.61E+17,544378056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",healthfunding,0,FALSE,FALSE,,
"RT @APHospital: Join @JeanMoorjani, MD and @APHospital for a #FacebookLive event focusing on this year's #flu season. Tune in Wednesday, Fe…",FALSE,0,,2/6/2018 1:33,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alaynajolie,3,TRUE,FALSE,,
"RT @CDCDirector: We continue to recommend #flu vaccine. Even though most flu vaccines have low effectiveness against H3N2 viruses, effectiv…",FALSE,0,,2/6/2018 1:33,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nataliepauline_,124,TRUE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 1:33,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WVSchoolNurse,155,TRUE,FALSE,,
RT @CDCDirector: One of the biggest health threats we are facing right now is #flu. Flu is complex and difficult to predict.This season is…,FALSE,0,,2/6/2018 1:33,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jomby57,549,TRUE,FALSE,,
RT @schoolnurses: Download &amp; print materials to help parents understand the benefits of the #flu #vaccine https://t.co/V97V6YKLta #KFOS htt…,FALSE,0,,2/6/2018 1:32,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WVSchoolNurse,4,TRUE,FALSE,,
Fever is the body's normal response to infection.  Find out how important it is.  See the full video on my YouTube… https://t.co/gbw1vNbSpx,FALSE,0,,2/6/2018 1:31,TRUE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MichaelT_DC,0,FALSE,FALSE,,
RT @CDCFlu: Flu is widespread across the U.S. Here are 6 things you should know about this #flu season: https://t.co/zwuPb6hbiG https://t.c…,FALSE,0,,2/6/2018 1:31,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jewels_my,155,TRUE,FALSE,,
"Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special… https://t.co/r4Yqw6kfqS",FALSE,0,,2/6/2018 1:31,TRUE,,9.61E+17,,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>",maryebailey2,0,FALSE,FALSE,,
RT @UCLAHealth: How to manage and prevent the #flu. <U+27A8> https://t.co/W2aH4eMYxc #influenza #vaccine https://t.co/WbVkGinIHM,FALSE,0,,2/6/2018 1:30,FALSE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LosAngeleSIMBA,2,TRUE,FALSE,,
"We pray for the 53 #children who have died in the USA from #flu. 

We pray for their grieving parents &amp; siblings.… https://t.co/jDvZp1p70q",FALSE,8,,2/6/2018 1:29,TRUE,,9.61E+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MaryknollFrsBrs,3,FALSE,FALSE,,
"RT @CDCgov: Is it a cold or #flu? Both are respiratory illnesses, but are caused by different viruses that may require special diagnostic t…",FALSE,0,,2/6/2018 1:29,FALSE,,9.61E+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",IatricMarkJ,214,TRUE,FALSE,,
