"","lon","lat"
"563",-74.0059728,40.7127753
"564",-85.6023643,44.3148443
"565",-71.0588801,42.3600825
"566",-83.4727521,33.9397789
"567",-85.6023643,44.3148443
"568",-71.0588801,42.3600825
"569",-80.3553302,25.8195424
"570",-78.6568942,37.4315734
"571",-85.6023643,44.3148443
"572",-71.0588801,42.3600825
"573",-85.6023643,44.3148443
"574",-71.0588801,42.3600825
"575",-0.0235333,51.5054306
"576",-85.6023643,44.3148443
"577",-71.0588801,42.3600825
"578",-85.6023643,44.3148443
"579",-71.0588801,42.3600825
"580",3.9470396,7.3775355
"581",-85.6023643,44.3148443
"582",-71.0588801,42.3600825
"583",-85.6023643,44.3148443
"584",-71.0588801,42.3600825
"585",-95.3010624,32.3512601
"586",-85.6023643,44.3148443
"587",-71.0588801,42.3600825
"588",-85.6023643,44.3148443
"589",-71.0588801,42.3600825
"590",-66.590149,18.220833
"591",-97.3307658,32.7554883
"592",-3.435973,55.378051
"593",-85.6023643,44.3148443
"594",-71.0588801,42.3600825
"595",-85.6023643,44.3148443
"596",-71.0588801,42.3600825
"597",7.2619532,43.7101728
"598",-77.0368707,38.9071923
"599",-79.0558445,35.9131996
"600",-2.9980925,51.2457525
"601",-85.6023643,44.3148443
"602",-71.0588801,42.3600825
"603",-85.6023643,44.3148443
"604",-71.0588801,42.3600825
"605",-81.4735257,28.4720521
"606",-71.1097335,42.3736158
"607",-83.6513229,41.3747744
"608",-85.6023643,44.3148443
"609",-71.0588801,42.3600825
"610",-85.6023643,44.3148443
"611",-71.0588801,42.3600825
"612",-85.6023643,44.3148443
"613",-71.0588801,42.3600825
"614",-121.2880059,38.7521235
"615",-85.6023643,44.3148443
"616",-71.0588801,42.3600825
"617",-85.6023643,44.3148443
"618",-71.0588801,42.3600825
"619",-85.6023643,44.3148443
"620",-71.0588801,42.3600825
"621",-85.6023643,44.3148443
"622",-71.0588801,42.3600825
"623",-85.7584557,38.2526647
"624",-77.0368707,38.9071923
"625",-77.0368707,38.9071923
"626",-77.0368707,38.9071923
"627",-86.730953,36.214796
"628",12.5683372,55.6760968
"629",-77.0368707,38.9071923
"630",-87.6297982,41.8781136
"631",-122.1295269,47.0675877
"632",-82.5436722,27.763383
"633",-83.7430378,42.2808256
"634",-71.1286194,41.7695425
"635",47.481766,29.31166
"636",-157.8583333,21.3069444
"637",-111.5349059,33.2544202
"638",-77.0368707,38.9071923
"639",-78.4766781,38.0293059
"640",38.192966,24.0039395
"641",-95.712891,37.09024
"642",-95.712891,37.09024
"643",-95.712891,37.09024
"644",-95.712891,37.09024
"645",-95.712891,37.09024
"646",-95.712891,37.09024
"647",-95.5507771,30.7235263
"648",-97.5164276,35.4675602
"649",-95.0949303,29.5074538
"650",-95.5507771,30.7235263
"651",-97.5164276,35.4675602
"652",-95.5507771,30.7235263
"653",-97.5164276,35.4675602
"654",-118.2436849,34.0522342
"655",-95.5507771,30.7235263
